work_type,title,byline,release_date,month,day,extra,source_url,entry_date,peak_date,peak_position,date_source
song,From This Moment On,Shania Twain,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1998,1998-12-05,1998-12-19,4,
song,I'm Your Angel,Céline Dion and R. Kelly,1998-11-09,11,09,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1998,1998-12-05,1998-12-05,1,wikidata:P577
song,Iris,Goo Goo Dolls,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1998,1998-12-05,1998-12-05,9,
song,Love Like This,Faith Evans,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1998,1998-12-05,1998-12-12,7,
song,...Baby One More Time,Britney Spears,1998-10-23,10,23,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1998,1998-12-12,1998-01-30,1,wikidata:P577
song,Have You Ever?,Brandy,1998-12-29,12,29,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1998,1998-12-12,1998-01-16,1,wikidata:P577
song,Lullaby,Shawn Mullins,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1998,1998-12-12,1998-01-16,7,
song,Trippin,Total featuring Missy Elliott,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-01-02,1999-01-09,7,
song,Save Tonight,Eagle-Eye Cherry,1997-10-07,10,07,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-01-16,1999-01-23,5,wikitext:released
song,Hands,Jewel,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-01-23,1999-01-23,6,
song,Slide,Goo Goo Dolls,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-01-23,1999-02-13,8,
song,Angel of Mine,Monica,1999-01-19,01,19,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-01-30,1999-02-13,1,wikidata:P577
song,Jumper,Third Eye Blind,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-01-30,1999-01-30,5,
song,All I Have to Give,Backstreet Boys,1998-12-08,12,08,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-02-06,1999-02-06,5,wikidata:P577
song,Angel,Sarah McLachlan,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-02-06,1999-03-06,4,
song,Believe,Cher,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-02-13,1999-03-13,1,
song,Heartbreak Hotel,Whitney Houston featuring Faith Evans and Kelly Price,1956-01,01,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-02-13,1999-03-20,2,wikidata:P577
song,Faded Pictures,Case featuring Joe,1999,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-02-20,1999-02-20,10,wikidata:P577
song,(God Must Have Spent) A Little More Time on You,N Sync,1998-10-27,10,27,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-02-27,1999-02-27,8,wikitext:released
song,You,Jesse Powell,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-03-06,1999-03-06,10,
song,Every Morning,Sugar Ray,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-03-13,1999-04-03,3,
song,I Still Believe,Mariah Carey,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-03-13,1999-03-20,4,
song,No Scrubs,TLC,1999-02-02,02,02,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-03-13,1999-04-10,1,wikitext:released
song,Kiss Me,Sixpence None the Richer,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-03-20,1999-05-01,2,
song,What's It Gonna Be?!,Busta Rhymes featuring Janet Jackson,1999-03-09,03,09,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-03-27,1999-04-17,3,wikidata:P577
song,All Night Long,Faith Evans featuring Puff Daddy,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-04-03,1999-04-03,9,
song,Stay the Same,Joey McIntyre,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-04-10,1999-04-10,10,
song,C'est la Vie,BWitched,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-04-17,1999-04-17,9,
song,Livin' la Vida Loca,Ricky Martin,1999-03-27,03,27,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-05-01,1999-05-08,1,wikitext:released
song,Please Remember Me,Tim McGraw,1995,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-05-01,1999-05-01,10,wikidata:P577
song,Who Dat,JT Money featuring Solé,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-05-08,1999-05-22,5,
song,Fortunate,Maxwell,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-05-15,1999-05-29,4,
song,Give It to You,Jordan Knight,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-05-15,1999-05-15,10,
song,If You Had My Love,Jennifer Lopez,1999,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-05-29,1999-06-12,1,wikidata:P577
song,That Don't Impress Me Much,Shania Twain,1998-12-07,12,07,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-06-05,1999-06-12,7,wikitext:released
song,Chanté's Got a Man,Chanté Moore,1999-02-04,02,04,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-06-12,1999-06-12,10,wikidata:P577
song,I Want It That Way,Backstreet Boys,1999-04-12,04,12,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-06-19,1999-06-26,6,wikidata:P577
song,Last Kiss,Pearl Jam,1961-09,09,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-06-26,1999-06-26,2,wikitext:released
song,The Hardest Thing,98 Degrees,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-06-26,1999-07-03,5,
song,It's Not Right but It's Okay,Whitney Houston,1999-02-15,02,15,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-07-03,1999-07-03,4,wikitext:released
song,"Bills, Bills, Bills",Destiny's Child,1999-06-15,06,15,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-07-10,1999-07-17,1,wikidata:P577
song,Wild Wild West,Will Smith featuring Dru Hill and Kool Moe Dee,1999,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-07-10,1999-07-24,1,wikidata:P577
song,All Star,Smash Mouth,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-07-17,1999-08-14,4,
song,Genie in a Bottle,Christina Aguilera,1999-06-22,06,22,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-07-17,1999-07-31,1,wikidata:P577
song,Summer Girls,LFO,1999-06-29,06,29,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-08-07,1999-08-28,3,wikidata:P577
song,Tell Me It's Real,K-Ci & JoJo,1999-04-27,04,27,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-08-07,1999-08-14,2,wikitext:released
song,Jamboree,Naughty by Nature featuring Zhané,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-08-21,1999-08-21,10,
song,Bailamos,Enrique Iglesias,1999-08-17,08,17,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-08-28,1999-09-04,1,wikidata:P577
song,Smooth,Santana featuring Rob Thomas,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-09-04,1999-10-23,1,
song,Someday,Sugar Ray,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-09-04,1999-10-02,7,
song,Unpretty,TLC,1999-08-10,08,10,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-09-04,1999-09-18,1,wikidata:P577
song,Lost in You,Chris Gaines,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-09-11,1999-09-11,5,
song,She's All I Ever Had,Ricky Martin,1999-10-11,10,11,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-09-18,1999-09-25,2,wikidata:P577
song,Mambo No. 5,Lou Bega,1999-04-19,04,19,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-09-25,1999-11-13,3,wikitext:released
song,I Need to Know,Marc Anthony,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-10-02,1999-11-27,3,
song,Scar Tissue,Red Hot Chili Peppers,1999-05-25,05,25,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-10-02,1999-10-02,9,wikidata:P577
song,Heartbreaker,Mariah Carey featuring Jay-Z,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-10-09,1999-10-09,1,
song,My Love Is Your Love,Whitney Houston,1998-11-17,11,17,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-10-09,1999-01-01,4,wikidata:P577
song,Music of My Heart,Gloria Estefan and 'N Sync,1999-09-28,09,28,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-10-16,1999-10-16,2,wikidata:P577
song,Satisfy You,Puff Daddy featuring R. Kelly,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-10-23,1999-10-30,2,
song,We Can't Be Friends,Deborah Cox featuring R.L.,1999-09-14,09,14,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-10-23,1999-10-23,8,wikidata:P577
song,Back at One,Brian McKnight,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-11-06,1999-11-20,2,
song,Steal My Sunshine,Len,1999-06-22,06,22,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-11-06,1999-11-13,9,wikitext:released
song,(You Drive Me) Crazy,Britney Spears,1999-09-20,09,20,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-11-13,1999-11-13,10,wikidata:P577
song,I Wanna Love You Forever,Jessica Simpson,1999-09-28,09,28,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-11-20,1999-12-11,3,wikidata:P577
song,Waiting for Tonight,Jennifer Lopez,1999-09-07,09,07,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-11-27,1999-12-04,8,wikitext:released
song,I Knew I Loved You,Savage Garden,1999,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-12-04,1999-01-29,1,wikidata:P577
song,U Know What's Up,Donell Jones featuring Lisa Lopes,1999-11-12,11,12,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-12-04,1999-12-11,7,wikidata:P577
song,Girl on TV,LFO,1999-11-02,11,02,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-12-11,1999-12-11,10,wikidata:P577
song,24/7,Kevon Edmonds,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-12-18,1999-12-18,10,
song,Hot Boyz,"Missy Elliott featuring Lil' Mo, Nas, Eve and Q-Tip",,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-12-18,1999-01-08,5,
song,Bring It All to Me,Blaque,1999-07-19,07,19,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_1999,1999-12-25,1999-01-22,5,wikidata:P577
song,Auld Lang Syne,Kenny G,1788,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-01-08,2000-01-08,7,wikidata:P577
song,What a Girl Wants,Christina Aguilera,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-01-15,2000-01-15,1,
song,Blue (Da Ba Dee),Eiffel 65,1998-10,10,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-01-22,2000-01-29,6,wikitext:released
song,That's the Way It Is,Céline Dion,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-01-29,2000-03-04,6,
song,Get It On Tonite,Montell Jordan,1999-09-28,09,28,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-02-05,2000-02-12,4,wikitext:released
song,All the Small Things,Blink-182,2000-01-18,01,18,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-02-12,2000-02-19,6,wikidata:P577
song,Thank God I Found You,Mariah Carey featuring Joe and 98 Degrees,2000-01-25,01,25,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-02-12,2000-02-19,1,wikidata:P577
song,Maria Maria,Santana featuring The Product G&B,1999-09-14,09,14,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-02-19,2000-04-08,1,wikitext:released
song,Show Me the Meaning of Being Lonely,Backstreet Boys,1999-12-21,12,21,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-02-19,2000-03-18,6,wikidata:P577
song,Amazed,Lonestar,1999-03-22,03,22,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-02-26,2000-03-04,1,wikidata:P577
song,Breathe,Faith Hill,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-02-26,2000-04-22,2,
song,Bye Bye Bye,N Sync,2000-01,01,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-03-04,2000-04-15,4,wikidata:P577
song,Say My Name,Destiny's Child,1999-10-14,10,14,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-03-18,2000-03-18,1,wikitext:released
song,Thong Song,Sisqó,2000-02-15,02,15,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-04-01,2000-05-20,3,wikidata:P577
song,There You Go,Pink,1999-02-15,02,15,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-04-08,2000-04-08,7,wikidata:P577
song,I Try,Macy Gray,1999-06-27,06,27,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-04-15,2000-05-20,5,wikidata:P577
song,Everything You Want,Vertical Horizon,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-04-22,2000-07-15,1,
song,It Feels So Good,Sonique,1998-12-01,12,01,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-04-22,2000-04-22,8,wikidata:P577
song,He Wasn't Man Enough,Toni Braxton,2000-02-29,02,29,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-04-29,2000-05-06,2,wikitext:released
song,Be with You,Enrique Iglesias,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-05-13,2000-06-24,1,
song,Try Again,Aaliyah,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-05-20,2000-06-17,1,
song,You Sang to Me,Marc Anthony,2000-02-20,02,20,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-05-27,2000-06-03,2,wikidata:P577
song,I Wanna Know,Joe,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-06-03,2000-07-01,4,
song,Oops!... I Did It Again,Britney Spears,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-06-10,2000-06-10,9,
song,The Real Slim Shady,Eminem,2000-05-16,05,16,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-06-10,2000-06-24,4,wikidata:P577
song,It's Gonna Be Me,N Sync,2000-06-13,06,13,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-06-24,2000-07-29,1,wikidata:P577
song,I Turn to You,Christina Aguilera,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-07-01,2000-07-01,3,
song,Bent,Matchbox Twenty,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-07-08,2000-07-22,1,
song,Higher,Creed,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-07-08,2000-07-22,7,
song,Absolutely (Story of a Girl),Nine Days,2000-03-21,03,21,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-07-22,2000-07-22,6,wikitext:released
song,"Jumpin', Jumpin",Destiny's Child,2000-07-18,07,18,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-07-29,2000-08-19,3,wikidata:P577
song,Doesn't Really Matter,Janet Jackson,2000-08-08,08,08,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-08-05,2000-08-26,1,wikidata:P577
song,Incomplete,Sisqó,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-08-05,2000-08-12,1,
song,No More,Ruff Endz,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-08-19,2000-09-02,5,
song,Kryptonite,3 Doors Down,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-09-02,2000-11-11,3,
song,Wifey,Next,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-09-02,2000-09-09,7,
song,Country Grammar (Hot Shit),Nelly,2000-02-29,02,29,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-09-09,2000-09-16,7,wikidata:P577
song,Music,Madonna,2022-12-30,12,30,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-09-09,2000-09-16,1,infobox:released
song,Come On Over Baby (All I Want Is You),Christina Aguilera,2000-08-26,08,26,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-09-23,2000-10-14,1,wikidata:P577
song,Give Me Just One Night (Una Noche),98 Degrees,2000-09-12,09,12,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-09-30,2000-09-30,2,wikidata:P577
song,With Arms Wide Open,Creed,2000-04-24,04,24,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-09-30,2000-11-11,1,wikidata:P577
song,Bag Lady,Erykah Badu,2000-08-15,08,15,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-10-07,2000-10-07,6,wikidata:P577
song,Most Girls,Pink,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-10-14,2000-11-25,4,
song,Gotta Tell You,Samantha Mumba,2000-10-31,10,31,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-10-28,2000-12-09,4,wikitext:released
song,Case of the Ex,Mýa,2000-08-28,08,28,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-11-04,2000-12-02,2,wikidata:P577
song,Independent Women Part I,Destiny's Child,2000-10-10,10,10,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-11-04,2000-11-18,1,wikidata:P577
song,This I Promise You,N Sync,2000-11-25,11,25,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-11-04,2000-12-02,5,wikidata:P577
song,The Way You Love Me,Faith Hill,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-11-18,2000-01-13,6,
song,Shape of My Heart,Backstreet Boys,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-11-25,2000-12-02,9,
song,It Wasn't Me,Shaggy featuring Rikrok,2000-09-11,09,11,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-12-02,2000-02-03,1,wikidata:P577
song,He Loves U Not,Dream,2000-09-05,09,05,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-12-16,2000-12-30,2,wikidata:P577
song,Ms. Jackson,Outkast,2000-10-03,10,03,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-12-16,2000-02-17,1,wikidata:P577
song,Dance with Me,Debelah Morgan,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-12-30,2000-01-06,8,
song,If You're Gone,Matchbox Twenty,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2000,2000-12-30,2000-01-27,5,
song,Liquid Dreams,O-Town,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-01-06,2001-01-06,10,
song,Again,Lenny Kravitz,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-01-20,2001-02-17,4,
song,Love Don't Cost a Thing,Jennifer Lopez,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-01-20,2001-02-24,3,
song,Don't Tell Me,Madonna,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-02-03,2001-02-03,4,
song,Stutter,Joe featuring Mystikal,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-02-03,2001-02-24,1,
song,Angel,Shaggy featuring Rayvon,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-02-17,2001-03-31,1,
song,Put It on Me,Ja Rule featuring Lil' Mo and Vita,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-02-24,2001-03-24,8,
song,Butterfly,Crazy Town,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-03-10,2001-03-24,1,
song,Promise,Jagged Edge,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-03-10,2001-03-10,9,
song,All for You,Janet Jackson,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-03-24,2001-04-14,1,
song,Get Over Yourself,Eden's Crush,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-03-31,2001-03-31,8,
song,Jaded,Aerosmith,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-03-31,2001-04-07,7,
song,Survivor,Destiny's Child,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-03-31,2001-04-14,2,
song,Thank You,Dido,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-03-31,2001-04-28,3,
song,Missing You,Case,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-04-14,2001-04-28,4,
song,Stranger in My House,Tamia,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-04-14,2001-04-14,10,
song,Hanging by a Moment,Lifehouse,2000-08-16,08,16,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-04-21,2001-06-16,2,wikidata:P577
song,Ride wit Me,Nelly featuring City Spud,2001-01-30,01,30,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-04-28,2001-06-23,3,wikidata:P577
song,Follow Me,Uncle Kracker,,,,US Top 10,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_top-ten_singles_in_2001,2001-05-05,2001-06-09,5,
